中央频道,#genre#
CCTV-7国防军事,http://111.40.196.9/PLTV/88888888/224/3221225563/index.m3u8
CCTV-7国防军事,http://111.20.33.93/TVOD/88888893/224/3221226192/index.m3u8
CCTV-7国防军事,http://111.20.33.93/TVOD/88888893/224/3221226248/index.m3u8
CCTV-8电视剧,http://111.40.196.9/PLTV/88888888/224/3221225565/index.m3u8
CCTV-8电视剧,http://111.40.196.9/PLTV/88888888/224/3221225592/index.m3u8
CCTV-8电视剧,http://111.20.33.93/TVOD/88888893/224/3221226391/index.m3u8
CCTV-8电视剧,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/cctv8hd/2300000/mnf.m3u8
CCTV-9记录,http://111.40.196.9/PLTV/88888888/224/3221225502/index.m3u8
CCTV-9记录,http://111.20.33.93/TVOD/88888893/224/3221226197/index.m3u8
CCTV-10科教,http://111.40.196.9/PLTV/88888888/224/3221225567/index.m3u8
CCTV-10科教,http://111.40.196.9/PLTV/88888888/224/3221225494/index.m3u8
CCTV-10科教,http://111.20.33.93/TVOD/88888893/224/3221226189/index.m3u8
CCTV-10科教,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/cctv10hd/2300000/mnf.m3u8
CCTV-11戏曲,http://111.40.196.9/PLTV/88888888/224/3221225496/index.m3u8
CCTV-11戏曲,http://111.40.196.9/PLTV/88888888/224/3221225569/index.m3u8
CCTV-11戏曲,http://111.20.33.93/TVOD/88888893/224/3221226240/index.m3u8
CCTV-12社会与法,http://111.40.196.9/PLTV/88888888/224/3221225498/index.m3u8
CCTV-12社会与法,http://111.40.196.9/PLTV/88888888/224/3221225571/index.m3u8
CCTV-12社会与法,http://111.20.33.93/TVOD/88888893/224/3221226190/index.m3u8
CCTV-13新闻,http://111.40.196.9/PLTV/88888888/224/3221225504/index.m3u8
CCTV-13新闻,http://111.40.196.9/PLTV/88888888/224/3221225575/index.m3u8
CCTV-13新闻,http://111.20.33.93/TVOD/88888893/224/3221226233/index.m3u8
CCTV-14少儿,http://111.40.196.9/PLTV/88888888/224/3221225573/index.m3u8
CCTV-14少儿,http://111.40.196.9/PLTV/88888888/224/3221225506/index.m3u8
CCTV-14少儿,http://111.20.33.93/TVOD/88888893/224/3221226193/index.m3u8
CCTV-15音乐,http://111.40.196.9/PLTV/88888888/224/3221225500/index.m3u8
CCTV-15音乐,http://111.40.196.9/PLTV/88888888/224/3221225577/index.m3u8
CCTV-16奥林匹克,http://111.20.33.93/TVOD/88888893/224/3221226921/index.m3u8
CCTV-17农业农村,http://111.20.33.93/TVOD/88888893/224/3221226198/index.m3u8
CCTV-17农业农村,http://111.20.33.93/TVOD/88888893/224/3221226208/index.m3u8


卫视频道,#genre#
安多卫视,http://111.40.196.9/PLTV/88888888/224/3221225666/index.m3u8
安多卫视,http://111.20.33.93/TVOD/88888893/224/3221226228/index.m3u8
安徽卫视,http://111.40.196.9/PLTV/88888888/224/3221225551/index.m3u8
安徽卫视,http://111.40.196.9/PLTV/88888888/224/3221225570/index.m3u8
安徽卫视,http://111.20.33.93/TVOD/88888893/224/3221226196/index.m3u8
安徽卫视,http://111.20.33.93/TVOD/88888893/224/3221226203/index.m3u8
北京卫视,http://111.40.196.9/PLTV/88888888/224/3221225527/index.m3u8
北京卫视,http://111.40.196.9/PLTV/88888888/224/3221225529/index.m3u8
北京卫视,http://111.40.196.9/PLTV/88888888/224/3221225540/index.m3u8
北京卫视,http://111.40.196.9/PLTV/88888888/224/3221225552/index.m3u8
北京卫视,http://111.20.33.93/TVOD/88888893/224/3221226222/index.m3u8
兵团卫视,http://111.40.196.9/PLTV/88888888/224/3221225637/index.m3u8
兵团卫视,http://111.20.33.93/TVOD/88888893/224/3221226214/index.m3u8
东方卫视,http://111.40.196.9/PLTV/88888888/224/3221225507/index.m3u8
东方卫视,http://111.40.196.9/PLTV/88888888/224/3221225509/index.m3u8
东方卫视,http://111.40.196.9/PLTV/88888888/224/3221225512/index.m3u8
东方卫视,http://111.40.196.9/PLTV/88888888/224/3221225542/index.m3u8
东方卫视,http://111.40.196.9/PLTV/88888888/224/3221225495/index.m3u8
东方卫视,http://111.20.33.93/TVOD/88888893/224/3221226217/index.m3u8
东南卫视,http://111.40.196.9/PLTV/88888888/224/3221225583/index.m3u8
东南卫视,http://111.40.196.9/PLTV/88888888/224/3221225516/index.m3u8
甘肃卫视,http://111.40.196.9/PLTV/88888888/224/3221225572/index.m3u8
甘肃卫视,http://111.40.196.9/PLTV/88888888/224/3221225639/index.m3u8
广东卫视,http://111.40.196.9/PLTV/88888888/224/3221225508/index.m3u8
广东卫视,http://111.40.196.9/PLTV/88888888/224/3221225531/index.m3u8
广东卫视,http://111.40.196.9/PLTV/88888888/224/3221225600/index.m3u8
广东卫视,http://111.20.33.93/TVOD/88888893/224/3221226216/index.m3u8
广西卫视,http://111.40.196.9/PLTV/88888888/224/3221225518/index.m3u8
广西卫视,http://111.40.196.9/PLTV/88888888/224/3221225601/index.m3u8
贵州卫视,http://111.40.196.9/PLTV/88888888/224/3221225522/index.m3u8
贵州卫视,http://111.40.196.9/PLTV/88888888/224/3221225585/index.m3u8
海南卫视,http://111.40.196.9/PLTV/88888888/224/3221225623/index.m3u8
海南卫视,http://111.40.196.9/PLTV/88888888/224/3221225640/index.m3u8
河北卫视,http://111.40.196.9/PLTV/88888888/224/3221225564/index.m3u8
河北卫视,http://111.40.196.9/PLTV/88888888/224/3221225627/index.m3u8
河南卫视,http://111.40.196.9/PLTV/88888888/224/3221225524/index.m3u8
黑龙江卫视,http://111.40.196.9/PLTV/88888888/224/3221225539/index.m3u8
黑龙江卫视,http://111.40.196.9/PLTV/88888888/224/3221225541/index.m3u8
黑龙江卫视,http://111.40.196.9/PLTV/88888888/224/3221225544/index.m3u8
黑龙江卫视,http://111.20.33.93/TVOD/88888893/224/3221226215/index.m3u8
湖北卫视,http://111.40.196.9/PLTV/88888888/224/3221225547/index.m3u8
湖北卫视,http://111.40.196.9/PLTV/88888888/224/3221225549/index.m3u8
湖北卫视,http://111.40.196.9/PLTV/88888888/224/3221225566/index.m3u8
湖北卫视,http://111.40.196.9/PLTV/88888888/224/3221225654/index.m3u8
湖北卫视,http://111.20.33.93/TVOD/88888893/224/3221226194/index.m3u8
湖北卫视,http://111.20.33.93/TVOD/88888893/224/3221226206/index.m3u8
湖南卫视,http://111.40.196.9/PLTV/88888888/224/3221225521/index.m3u8
湖南卫视,http://111.40.196.9/PLTV/88888888/224/3221225519/index.m3u8
湖南卫视,http://111.40.196.9/PLTV/88888888/224/3221225554/index.m3u8
湖南卫视,http://111.40.196.9/PLTV/88888888/224/3221225594/index.m3u8
湖南卫视,http://111.20.33.93/TVOD/88888893/224/3221226211/index.m3u8
湖南卫视,http://219.151.31.37/liveplay-kk.rtxapp.com/live/program/live/hnwshd/4000000/mnf.m3u8?dt_dapp=1
吉林卫视,http://111.40.196.9/PLTV/88888888/224/3221225589/index.m3u8
吉林卫视,http://111.40.196.9/PLTV/88888888/224/3221225642/index.m3u8
江苏卫视,http://111.40.196.9/PLTV/88888888/224/3221225515/index.m3u8
江苏卫视,http://111.40.196.9/PLTV/88888888/224/3221225517/index.m3u8
江苏卫视,http://111.40.196.9/PLTV/88888888/224/3221225578/index.m3u8
江苏卫视,http://111.40.196.9/PLTV/88888888/224/3221225596/index.m3u8
江苏卫视,http://111.20.33.93/TVOD/88888893/224/3221226200/index.m3u8
江西卫视,http://111.40.196.9/PLTV/88888888/224/3221225560/index.m3u8
江西卫视,http://111.40.196.9/PLTV/88888888/224/3221225591/index.m3u8
康巴卫视,http://111.40.196.9/PLTV/88888888/224/3221225648/index.m3u8
康巴卫视,http://111.20.33.93/TVOD/88888893/224/3221226234/index.m3u8
辽宁卫视,http://111.40.196.9/PLTV/88888888/224/3221225593/index.m3u8
辽宁卫视,http://111.40.196.9/PLTV/88888888/224/3221225558/index.m3u8
辽宁卫视,http://111.20.33.93/TVOD/88888893/224/3221226201/index.m3u8
辽宁卫视,http://111.20.33.93/TVOD/88888893/224/3221226210/index.m3u8
南方卫视,http://111.20.33.93/TVOD/88888893/224/3221226218/index.m3u8
内蒙古卫视,http://111.40.196.9/PLTV/88888888/224/3221225574/index.m3u8
内蒙古卫视,http://111.40.196.9/PLTV/88888888/224/3221225629/index.m3u8
宁夏卫视,http://111.40.196.9/PLTV/88888888/224/3221225530/index.m3u8
宁夏卫视,http://111.40.196.9/PLTV/88888888/224/3221225641/index.m3u8
农林卫视,http://111.20.33.93/TVOD/88888893/224/3221226229/index.m3u8
青海卫视,http://111.40.196.9/PLTV/88888888/224/3221225568/index.m3u8
青海卫视,http://111.40.196.9/PLTV/88888888/224/3221225625/index.m3u8
厦门卫视,http://111.40.196.9/PLTV/88888888/224/3221225643/index.m3u8
厦门卫视,http://111.20.33.93/TVOD/88888893/224/3221226219/index.m3u8
山东教育卫视,http://111.40.196.9/PLTV/88888888/224/3221225584/index.m3u8
山东教育卫视,http://111.20.33.93/TVOD/88888893/224/3221226238/index.m3u8
山东卫视,http://111.40.196.9/PLTV/88888888/224/3221225526/index.m3u8
山东卫视,http://111.40.196.9/PLTV/88888888/224/3221225543/index.m3u8
山东卫视,http://111.40.196.9/PLTV/88888888/224/3221225545/index.m3u8
山东卫视,http://111.40.196.9/PLTV/88888888/224/3221225546/index.m3u8
山东卫视,http://111.20.33.93/TVOD/88888893/224/3221226209/index.m3u8
山西卫视,http://111.40.196.9/PLTV/88888888/224/3221225520/index.m3u8
山西卫视,http://111.40.196.9/PLTV/88888888/224/3221225649/index.m3u8
陕西卫视,http://111.40.196.9/PLTV/88888888/224/3221225631/index.m3u8
陕西卫视,http://111.20.33.93/TVOD/88888893/224/3221226246/index.m3u8
陕西卫视,http://111.20.33.93/TVOD/88888893/224/3221226388/index.m3u8
陕西卫视,http://111.20.33.93/TVOD/88888893/224/3221225821/index.m3u8
陕西卫视,http://111.40.196.9/PLTV/88888888/224/3221225582/index.m3u8
深圳卫视,http://111.40.196.9/PLTV/88888888/224/3221225528/index.m3u8
深圳卫视,http://111.40.196.9/PLTV/88888888/224/3221225535/index.m3u8
深圳卫视,http://111.40.196.9/PLTV/88888888/224/3221225537/index.m3u8
深圳卫视,http://111.40.196.9/PLTV/88888888/224/3221225602/index.m3u8
深圳卫视,http://111.20.33.93/TVOD/88888893/224/3221226205/index.m3u8
四川卫视,http://111.40.196.9/PLTV/88888888/224/3221225562/index.m3u8
四川卫视,http://111.40.196.9/PLTV/88888888/224/3221225595/index.m3u8
天津卫视,http://111.40.196.9/PLTV/88888888/224/3221225556/index.m3u8
天津卫视,http://111.40.196.9/PLTV/88888888/224/3221225597/index.m3u8
天津卫视,http://111.40.196.9/PLTV/88888888/224/3221225604/index.m3u8
天津卫视,http://111.20.33.93/TVOD/88888893/224/3221226204/index.m3u8
西藏卫视,http://111.40.196.9/PLTV/88888888/224/3221225646/index.m3u8
西藏卫视,http://111.40.196.9/PLTV/88888888/224/3221225651/index.m3u8
西藏卫视,http://111.20.33.93/TVOD/88888893/224/3221226212/index.m3u8
新疆卫视,http://111.40.196.9/PLTV/88888888/224/3221225598/index.m3u8
新疆卫视,http://111.40.196.9/PLTV/88888888/224/3221225633/index.m3u8
延边卫视,http://111.20.33.93/TVOD/88888893/224/3221226220/index.m3u8
云南卫视,http://111.40.196.9/PLTV/88888888/224/3221225635/index.m3u8
云南卫视,http://111.40.196.9/PLTV/88888888/224/3221225644/index.m3u8
浙江卫视,http://111.40.196.9/PLTV/88888888/224/3221225510/index.m3u8
浙江卫视,http://111.40.196.9/PLTV/88888888/224/3221225525/index.m3u8
浙江卫视,http://111.40.196.9/PLTV/88888888/224/3221225523/index.m3u8
浙江卫视,http://111.40.196.9/PLTV/88888888/224/3221225538/index.m3u8
浙江卫视,http://111.20.33.93/TVOD/88888893/224/3221226199/index.m3u8
重庆卫视,http://111.40.196.9/PLTV/88888888/224/3221225514/index.m3u8
重庆卫视,http://111.40.196.9/PLTV/88888888/224/3221225579/index.m3u8
重庆卫视,http://111.20.33.93/TVOD/88888893/224/3221226202/index.m3u8


少儿频道,#genre#
动漫秀场,http://111.40.196.9/PLTV/88888888/224/3221225599/index.m3u8
哈哈炫动,http://111.40.196.9/PLTV/88888888/224/3221225609/index.m3u8
黑莓动画,http://111.40.196.9/PLTV/88888888/224/3221225628/index.m3u8
嘉佳卡通,http://111.40.196.9/PLTV/88888888/224/3221225647/index.m3u8
金鹰卡通,http://111.40.196.9/PLTV/88888888/224/3221225532/index.m3u8
金鹰卡通,http://111.40.196.9/PLTV/88888888/224/3221225605/index.m3u8
卡酷少儿,http://111.40.196.9/PLTV/88888888/224/3221225580/index.m3u8
卡酷少儿,http://111.40.196.9/PLTV/88888888/224/3221225645/index.m3u8
优漫卡通,http://111.40.196.9/PLTV/88888888/224/3221225586/index.m3u8


影视频道,#genre#
爱情喜剧,http://111.40.196.9/PLTV/88888888/224/3221225616/index.m3u8
动作电影,http://111.40.196.9/PLTV/88888888/224/3221225620/index.m3u8
都市剧场,http://111.40.196.9/PLTV/88888888/224/3221225619/index.m3u8
古装剧场,http://111.40.196.9/PLTV/88888888/224/3221225618/index.m3u8
黑莓电影,http://111.40.196.9/PLTV/88888888/224/3221225610/index.m3u8
家庭剧场,http://111.40.196.9/PLTV/88888888/224/3221225626/index.m3u8
惊悚悬疑,http://111.40.196.9/PLTV/88888888/224/3221225638/index.m3u8
精品大剧,http://111.40.196.9/PLTV/88888888/224/3221225612/index.m3u8
军旅剧场,http://111.40.196.9/PLTV/88888888/224/3221225622/index.m3u8


测试频道,#genre#
凤凰资讯,http://iptv.tvfix.org/hls/fhzx.m3u8
凤凰中文,http://iptv.tvfix.org/hls/fhzw.m3u8
星空卫视,http://iptv.tvfix.org/hls/startv.m3u8
CHC動作電影,http://iptv.tvfix.org/hls/chcatv.m3u8
CHC家庭電影,http://iptv.tvfix.org/hls/chctv.m3u8
翡翠台(第2声道简体),http://iptv.tvfix.org/hls/jade2.m3u8
翡翠台(第2声道简体),http://iptv.tvfix.org/hls/jadenhk.m3u8
翡翠台(第2声道简体),http://iptv.tvfix.org/hls/jadenhk2.m3u8
J2,http://iptv.tvfix.org/hls/j2.m3u8
J2,http://iptv.tvfix.org/hls/j22.m3u8
无线新闻台,http://iptv.tvfix.org/hls/inews.m3u8
明珠台,http://iptv.tvfix.org/hls/pearl.m3u8
明珠台,http://iptv.tvfix.org/hls/pearl2.m3u8
明珠台,http://iptv.tvfix.org/hls/financenhk.m3u8
TVBS亚洲台,http://iptv.tvfix.org/hls/tvbs.m3u8
TVBS新闻台,http://iptv.tvfix.org/hls/tvbsnews.m3u8
美亚电影台(粤语),http://iptv.tvfix.org/hls/mydy.m3u8
美亚电影台(粤语),http://iptv.tvfix.org/hls/mydy2.m3u8
天映经典(粤语),http://iptv.tvfix.org/hls/tyjd.m3u8
天映经典(粤语),http://iptv.tvfix.org/hls/tyjd2.m3u8
Animax,http://iptv.tvfix.org/hls/animax.m3u8
Animax,http://iptv.tvfix.org/hls/animax2.m3u8
Hands Up Channel,http://iptv.tvfix.org/hls/kid.m3u8
Thrill,http://iptv.tvfix.org/hls/thrill.m3u8
Thrill,http://iptv.tvfix.org/hls/thrill2.m3u8
tvN,http://iptv.tvfix.org/hls/tvn.m3u8
TVB经典台,http://iptv.tvfix.org/hls/tvbjd.m3u8
TVB为食台,http://iptv.tvfix.org/hls/tvbws.m3u8
TVB星河(粤语),http://iptv.tvfix.org/hls/tvbxh.m3u8
TVB功夫台(粤语),http://iptv.tvfix.org/hls/tvbkf.m3u8

影院频道,#genre#
金马影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
经典影院,https://tx.liveplay.live.kugou.com/live/fx_hifi_251702616_avc.m3u8#http://tx.liveplay.live.fanxing.com/live/fx_hifi_1235571362.flv
古装剧场,http://111.12.101.23:6610/PLTV/77777777/224/3221225706/index.m3u8?servicetype=1&IASHttpSessionId=OTT
香港鬼片,http://cn-sdjn3-cu-live-01.bilivideo.com/live-bvc/874778/live_22989278_9714011_1500.m3u8
经典港剧,http://dyscdnali1.douyucdn.cn/live/4549169rv4OKGN7X.flv?uuid=
喜剧影院,http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8#http://tx.liveplay.live.fanxing.com/live/fx_hifi_1467881225.flv
女神影院,http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
玄幻影院,https://tx.liveplay.live.kugou.com/live/fx_hifi_1308614369_avc.m3u8#https://tx.liveplay.live.kugou.com/live/fx_hifi_251702616_avc.flv
卫视电影,http://59.125.101.187:8529/http/60.251.39.91:8081/hls/67/809/ch26.m3u8#http://59.125.101.187:8529/http/60.251.39.91:8081/hls/67/809/ch28.m3u8
动作电影,http://ott.js.chinamobile.com/TVOD/3/224/3221227606/index.m3u8#http://tx.liveplay.live.fanxing.com/live/fx_hifi_1703410100.flv
军旅剧场,http://ott.js.chinamobile.com/TVOD/3/224/3221227603/index.m3u8#http://112.49.51.41/r/baiducdncmn2.inter.iqiyi.com/tslive/c55_lb_144_600_t10/c55_lb_144_600_t10.m3u8
惊悚悬疑,http://ott.js.chinamobile.com/TVOD/3/224/3221227536/index.m3u8
国外电影,http://111.6.232.36/txpcdn.liveplay.egame.qq.com/live/3954_382971876.m3u8
华语影视,http://tx.liveplay.live.fanxing.com/live/fx_hifi_1202151803.flv
企鹅剧场,http://3954.liveplay.myqcloud.com/live/3954_616645877.flv
百越影视,https://tx.liveplay.live.kugou.com/live/fx_hifi_1308614369_avc.flv
盛世影视,https://tx.liveplay.live.kugou.com/live/fx_hifi_121923509_avc.flv
大众影院,http://223.110.243.157/ott.js.chinamobile.com/PLTV/3/224/3221227579/index.m3u8
黑莓电影,http://ott.js.chinamobile.com/PLTV/3/224/3221225567/index.m3u8
乐视经典,http://api.idianshijia.com/gslb/live?stream_id=lsloop_dianying&type=.m3u8
VIP影院,https://3954-quic.liveplay.myqcloud.com/live/3954_145086784.flv#https://tx.liveplay.live.kugou.com/live/fx_hifi_1319986999_avc.flv
8090影视,http://tx.liveplay.live.fanxing.com/live/fx_hifi_1475555125.flv



明星频道,#genre#
周润发,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639526984#http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8#http://bd.hls.huya.com/src/1394565192-1394565192-5989611891779960832-2789253840-10057-A-0-1-imgplus.m3u8?wsSecret=5736af36ba9c29d633f67a8b03a2cd90&wsTime=611e1827&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_tars&txyp=o%3Acs6%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*
古龙,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528313
郭富城,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528330#http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8
吴京,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625681368#http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8#http://bd.hls.huya.com/src/1524434090-1524434090-6547394561457520640-3048991636-10057-A-0-1.m3u8?wsSecret=8042e2506d53b79009889a4a95294024&wsTime=611e1a47&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_tars&txyp=o%3Ad2%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*
刘德华,http://112.74.200.9:88/tv000000/m3u8.php?/migu/659315648#http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
林正英,https://3954-quic.liveplay.myqcloud.com/live/3954_363783415.flv#https://cn-lnsy-cu-live-01.bilivideo.com/live-bvc//992495/live_22989278_9714011.m3u8#https://cn-lnsy-cu-live-01.bilivideo.com/live-bvc//500112/live_381718124_59580738.m3u8#http://tx.flv.huya.com/huyalive/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.flv?wsSecret=dc51b7292b2157159bf3a2e98397df03&wsTime=610fc9c7&uid=0&seqid=16283382344541640&ctype=tars_mobile&ver=1&t=103
张国荣,http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/migu/707689526
杨幂,http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/migu/625542372
古天乐,http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198610
成龙,http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/migu/707671890
周星驰,http://117.148.179.153/PLTV/88888888/224/3221231562/index.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/migu/623338112#http://kkiptv.hk3.20212021.ml/huya.php?id=11342412#http://bd.hls.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1-imgplus.m3u8?wsSecret=1a073cec4152a82953e78fceb25fbfc3&wsTime=611a6ab9&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_tars&txyp=o%3Aq6%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*#http://tv.rdys888.top/bak/proxy/youku.php?id=8021901
刘亦菲,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528386
李连杰,http://tv.rdys888.top/bak/proxy/youku.php?id=8021912
吴孟达,http://bd.hls.huya.com/src/1388457235-1388457235-5963378416219586560-2777037926-10057-A-0-1.m3u8?wsSecret=02902d61e79641c3b5636e26f5295d4a&wsTime=611e1816&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_tars&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*
吴彦祖,http://bd.hls.huya.com/huyalive/73821423-73821423-317060597529182208-2710090468-10057-A-0-1.m3u8?wsSecret=b400f80a52202fa0d8f48c3a2421e2b6&wsTime=611e177e&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_tars&txyp=o%3Acs7%3B&fs=bgct
孙红雷,http://bd.hls.huya.com/src/1449539468-1449539468-6225724609321238528-3048959632-10057-A-0-1.m3u8?wsSecret=71679eeb6dfa26cb05f659a21fa7104c&wsTime=611e19b4&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_tars&txyp=o%3Aq5%3B&fs=bgct
徐峥,http://bd.hls.huya.com/src/1448686695-1448686695-6222061977175326720-2847687574-10057-A-0-1.m3u8?wsSecret=9b47109fc0dfc3c4bd61bfe45f2a33c5&wsTime=611e195d&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_tars&txyp=o%3Anc2%3B&fs=bgct
李小龙,http://bd.hls.huya.com/huyalive/1449588725-1449588725-6225936166525337600-3048959678-10057-A-0-1.m3u8?wsSecret=ed821304d90d641344832186ef0a7ede&wsTime=611e19e1&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_tars&txyp=o%3Afz1%3B&fs=bgct
梁朝伟,http://bd.hls.huya.com/src/1524439830-1524439830-6547419214569799680-3049003116-10057-A-0-1.m3u8?wsSecret=6d27ee45570ce3fa2b48911dbd42acd4&wsTime=611e1956&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_tars&fs=bgct
甄子丹,http://bd.hls.huya.com/src/1423787820-1423787820-6115122123343134720-2847699096-10057-A-0-1-imgplus.m3u8?wsSecret=42e711d6a5aaab05d03d30dc21c956ae&wsTime=611e1993&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_tars&txyp=o%3Ad3%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*
